2.0313,690.008,338.686,-99.0974,1.03607,1.7971
45.7193,598.731,420.886,-99.9166,4.52412,-1.43931
5.28389,656.618,402.166,-98.8076,1.91873,-0.711792
-9.65349,672.506,369.712,-100.458,-1.34908,3.95084
60.0183,660.3,369.812,-95.9016,0.73503,2.56294
-27.0216,671.636,408.726,-98.4161,-1.05123,3.68281
32.8852,617.014,383.157,-100.965,4.62758,0.323908
2.14845,686.853,385.121,-95.9635,2.13296,-3.65509
43.1352,677.166,373.626,-99.4886,3.04845,4.33009
-30.7143,634.519,369.348,-97.5458,2.38752,1.45189
5.21229,670.419,415.625,-99.6101,4.68283,0.137873
42.724,527.207,478.982,-110.595,1.48238,-9.41558
92.8316,507.805,475.494,-117.553,0.658847,-4.66842
108.212,486.558,466.489,-114.433,-4.02043,-2.33095
90.0316,503.401,489.201,-109.907,-3.45862,-8.64916
66.0192,555.942,498.687,-117.138,0.218059,-5.37508
64.6175,505.219,495.149,-113.169,-2.69824,-8.54608
105.945,538.393,464.183,-112.495,-4.82553,-1.61062
98.744,542.924,536.297,-113.54,-5.15783,-7.60846
16.5314,464.636,531.815,-116.123,-6.50531,-5.00149
32.1153,540.593,449.349,-111.439,-2.87343,-2.41438
105.039,469.351,481.89,-108.107,0.4809,-6.4998
46.6563,538.72,461.701,-108.555,-1.26439,-4.58904
87.1267,541.161,535.751,-108.804,-7.59792,-8.79587
66.2659,538.4,520.158,-112.34,0.269418,-3.1253
87.5692,478.679,472.346,-107.736,1.14965,-5.57409
78.2982,470.796,465.536,-114.081,1.00988,-6.0087
82.5573,508.834,499.654,-108.847,-5.42622,-7.99757
56.7822,551.912,448.324,-112.245,0.709061,-6.52101
80.4593,494.895,543.372,-114.335,-1.98033,-9.29803
79.0705,467.685,472.524,-111.949,0.847265,-6.04184
